Activo,vc_95,hs_95,mc_95,es_95,vc_99,hs_99,mc_99,es_99,datetime,PnL
Perú/Servicios Financieros y Bancarios/xvolb,-0.1280321170158061,-0.001020410257868082,-0.12442221711306233,-0.15937715273549213,-0.18107826638695554,-0.3240475726673344,-0.1827524410798038,-0.20627465785494786,2023-09-15,0.0101104900450604
Perú,-0.047025444841944354,-0.017733067166889438,-0.045263152696423184,-0.058101824170260725,-0.06650898404658447,-0.11696186879291565,-0.06668739804057719,-0.07532694508834034,2023-09-16,-0.0106630002480411
Perú/Servicios Financieros y Bancarios/bap,-0.0233575850786221,-0.02516631950226434,-0.022987726917013968,-0.02936474310442784,-0.03303507831945444,-0.03885016940766927,-0.03362922219737433,-0.037920506231171804,2023-09-16,-0.0054856307995074
Perú/Minería/scco,-0.03016487261372105,-0.0322488502865675,-0.029026040832323186,-0.03726156176916159,-0.04266275498671656,-0.048768019552476644,-0.04276887205700219,-0.048310799263649534,2023-09-16,0.3500000651925825
Perú/Servicios Financieros y Bancarios/xvolb,-0.13328100073103188,-0.021488633183712514,-0.12811316132414471,-0.16450113106826048,-0.1885018627920862,-0.34350000748162723,-0.18883472716525904,-0.2133212752617529,2023-09-16,0.1101709732678612
Perú,-0.04702486266108486,-0.01773503760250331,-0.04526655818915332,-0.058105065946286595,-0.06650816065708488,-0.11696365959618377,-0.0666905313590432,-0.0753299697656793,2023-09-17,0.0
Perú/Servicios Financieros y Bancarios/bap,-0.02335755713992177,-0.02516631950226434,-0.022985950669273444,-0.029362959228949104,-0.0330350388052174,-0.03885016940766927,-0.03362743322102566,-0.03791871212189102,2023-09-17,0.0
Perú/Minería/scco,-0.030144859122906143,-0.0322488502865675,-0.029051756755172853,-0.037281813670175794,-0.042634449524731055,-0.048768019552476644,-0.042785470022351814,-0.048323720326044275,2023-09-17,0.0
Perú/Servicios Financieros y Bancarios/xvolb,-0.13328100073103188,-0.021488633183712514,-0.12811316132414471,-0.16450113106826048,-0.1885018627920862,-0.34350000748162723,-0.18883472716525904,-0.2133212752617529,2023-09-17,0.0
Perú,-0.047008069390127964,-0.01772274416371638,-0.04523612245155309,-0.058070070583474076,-0.0664844096134974,-0.11695899662886622,-0.06665248143846231,-0.07528884345374706,2023-09-18,0.0
Perú/Servicios Financieros y Bancarios/bap,-0.023277463876725447,-0.02516631950226434,-0.022831550820775794,-0.029186692563561503,-0.032921761374624936,-0.03885016940766927,-0.03343654363784767,-0.03771310770666117,2023-09-18,0.0
Perú/Minería/scco,-0.030101926131311345,-0.0322488502865675,-0.028948911227584338,-0.037167246708995044,-0.04257372857540994,-0.048768019552476644,-0.042663064629054157,-0.048193427231139896,2023-09-18,0.0
Perú/Servicios Financieros y Bancarios/xvolb,-0.13328100073103188,-0.021488633183712514,-0.12811316132414471,-0.16450113106826048,-0.1885018627920862,-0.34350000748162723,-0.18883472716525904,-0.2133212752617529,2023-09-18,0.0
Perú,-0.04700929373017167,-0.01772152476532695,-0.04524825706872075,-0.05808254442380329,-0.06648614122098583,-0.11695747789023564,-0.0666651810594154,-0.07530176975635026,2023-09-19,0.0036659579312083
Perú/Servicios Financieros y Bancarios/bap,-0.02328071044940488,-0.02516631950226434,-0.022819460959872518,-0.029175489071966557,-0.03292635306432119,-0.03885016940766927,-0.03342593288481147,-0.03770309341791941,2023-09-19,-0.0013788765900191
Perú/Minería/scco,-0.030102583821940823,-0.0322488502865675,-0.028955301756615363,-0.037173816798703095,-0.0425746587598182,-0.048768019552476644,-0.04266975479572777,-0.04820023822953853,2023-09-19,-0.0092592777835083
Perú/Servicios Financieros y Bancarios/xvolb,-0.13328670148728733,-0.021488633183712514,-0.1281573342236003,-0.16454686037069177,-0.18850992548044826,-0.34350000748162723,-0.18888149727545292,-0.21336909272184265,2023-09-19,-0.0023008248259652
Perú,-0.04701621693397591,-0.017725215200685988,-0.04526312562586177,-0.05809929225324111,-0.0664959328402446,-0.11696058473643006,-0.06668318794367749,-0.07532104474538905,2023-09-20,-0.0054788516571263
Perú/Servicios Financieros y Bancarios/bap,-0.023288028830844108,-0.02516631950226434,-0.022849469011980053,-0.02920749516611253,-0.032936703590850484,-0.03885016940766927,-0.033459275122421625,-0.037737780197498155,2023-09-20,-0.0145619333264119
Perú/Minería/scco,-0.03014541301525757,-0.0322488502865675,-0.02905799292020667,-0.037288201057199356,-0.042635232905253846,-0.048768019552476644,-0.04279195853551254,-0.04833031060098372,2023-09-20,0.0
Perú/Servicios Financieros y Bancarios/xvolb,-0.13328670148728733,-0.021488633183712514,-0.1281573342236003,-0.16454686037069177,-0.18850992548044826,-0.34350000748162723,-0.18888149727545292,-0.21336909272184265,2023-09-20,-0.0066134590445676
Perú,-0.04725625031644094,-0.01775497792930206,-0.04565416504977768,-0.05855588372833783,-0.06683541663372432,-0.11704579280364552,-0.06718361173255116,-0.07586557438675173,2023-09-21,-0.0083737284762697
Perú/Servicios Financieros y Bancarios/bap,-0.023303326150997703,-0.02516631950226434,-0.022910060417096405,-0.029272262998625603,-0.032958338882669,-0.03885016940766927,-0.03352683584220252,-0.03780815135960492,2023-09-21,-0.0078981241602806
Perú/Minería/scco,-0.030134116047978998,-0.0322488502865675,-0.0290342943185509,-0.037261418192210634,-0.042619255388846915,-0.048768019552476644,-0.04276311314220117,-0.0482993897150583,2023-09-21,-0.1168224569131879
Perú/Servicios Financieros y Bancarios/xvolb,-0.13388827860332106,-0.021488633183712514,-0.12923425569621252,-0.1657880225811205,-0.18936074747580744,-0.34350000748162723,-0.19023249160360642,-0.21483060953185562,2023-09-21,-0.0439211221514136
